asn,ixp,ixp_cc,fac,fac_cc
200809,FogIXP,CH,firstcolo - FRA4,DE
200809,FogIXP,CH,Digital Realty Zurich ZUR1,CH
200809,FogIXP,CH,colozueri.ch Zurich,CH
200809,FogIXP,CH,Digital Realty Frankfurt FRA1-27,DE
200809,FogIXP,CH,NTT Frankfurt 1 Data Center (FRA1),DE
200809,FogIXP,CH,NIKHEF Amsterdam,NL
200809,FogIXP,CH,Digital Realty Amsterdam AMS17,NL
200809,FogIXP,CH,NTT Zurich 1 Data Center (ZRH1),CH
200809,FogIXP,CH,Cogent Amsterdam,NL
200809,LOCIX FRANKFURT,DE,NTT Frankfurt 1 Data Center (FRA1),DE
200809,LOCIX FRANKFURT,DE,Digital Realty Frankfurt FRA29-32,DE
200809,LOCIX FRANKFURT,DE,iNTERWERK Rechenzentrum,DE
200809,LOCIX FRANKFURT,DE,maincubes AMS01,NL
200809,LOCIX FRANKFURT,DE,Digital Realty Frankfurt FRA1-27,DE
200809,LOCIX FRANKFURT,DE,firstcolo - FRA4,DE
200809,LOCIX FRANKFURT,DE,WIIT Datacenter DUS5,DE
200809,LOCIX FRANKFURT,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
200809,LOCIX FRANKFURT,DE,Digital Realty Frankfurt FRA28,DE
200809,LOCIX FRANKFURT,DE,MK Netzdienste Datacenter,DE
200809,LOCIX FRANKFURT,DE,"WIIT Datacenter DUS1, DUS2, DUS3, DUS4, DUS6, DUS7",DE
200809,LOCIX FRANKFURT,DE,Iron Mountain Data Center - Amsterdam (AMS-1),NL
200809,LOCIX FRANKFURT,DE,firstcolo - FRA1,DE
63541,CHN-IX Guangzhou,CN,BigOne Innovation Park,CN
63541,CHN-IX Beijing,CN,ChinaCache Atecsys Data Center,CN
63541,Any2West,US,CoreSite - Santa Clara (SV4),US
63541,Any2West,US,CoreSite - Santa Clara (SV7),US
63541,Any2West,US,CoreSite - Los Angeles (LA2),US
63541,Any2West,US,Coresite - Milpitas (SV2),US
63541,Any2West,US,CoreSite - Santa Clara (SV9),US
63541,Any2West,US,CoreSite - Santa Clara (SV8),US
63541,Any2West,US,CoreSite - Los Angeles (LA3),US
63541,Any2West,US,CoreSite - Santa Clara (SV3),US
63541,Any2West,US,CoreSite - San Jose (SV1),US
63541,Any2West,US,CoreSite - Los Angeles (LA1) One Wilshire,US
207292,ARIX,US,Hurricane Electric Fremont 2,US
207292,KleyReX,DE,ITENOS Frankfurt (FRA1),DE
207292,KleyReX,DE,aixit Frankfurt,DE
207292,KleyReX,DE,INTERNIC Frankfurt,DE
207292,KleyReX,DE,Telehouse - Frankfurt,DE
207292,KleyReX,DE,NewTelco Frankfurt,DE
207292,KleyReX,DE,MK Netzdienste Datacenter,DE
207292,KleyReX,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
207292,KleyReX,DE,Digital Realty Frankfurt FRA1-27,DE
207292,KleyReX,DE,firstcolo - FRA4,DE
207292,KleyReX,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
207292,KleyReX,DE,iNTERWERK Rechenzentrum,DE
207292,KleyReX,DE,NTT Frankfurt 1 Data Center (FRA1),DE
207292,EVIX,US,Hurricane Electric Fremont 2,US
207292,EVIX,US,Tech Futures YVR1,CA
149057,SHIXP,CN,,
149057,"CNIX (Qianhai, Shenzhen)",CN,Shenzhen Baiwangxinyun Datacenter,CN
149057,"CNIX (Qianhai, Shenzhen)",CN,GDS Shenzhen San,CN
209218,4b42 Internet Exchange Point,CH,greenDatacenter Lupfig,CH
209218,TOHU IX,CN,,
209218,ZXIX Hong Kong,HK,,
133865,CSL Thai-IX Singapore,TH,"TCC Technology Data Center- Bangkok,Thailand (TCC BNDC,TCC Bangna,TCCtech)",TH
133865,CSL Thai-IX Singapore,TH,Telehouse – Bangkok,TH
133865,CSL Thai-IX Singapore,TH,Tellus Data Center,TH
133865,CSL Thai-IX Singapore,TH,CS LoxInfo Data Center - The Cloud,TH
133865,Equinix Hong Kong,HK,Equinix HK1 - Hong Kong,HK
133865,Equinix Hong Kong,HK,Equinix HK5 - Hong Kong,HK
133865,Equinix Hong Kong,HK,Equinix HK6 - Hong Kong,HK
133865,Equinix Hong Kong,HK,Equinix HK3 - Hong Kong,HK
133865,Equinix Hong Kong,HK,Equinix HK2 - Hong Kong,HK
133865,IAIX,HK,MEGA-i (iAdvantage Hong Kong),HK
133865,Equinix Singapore,SG,Equinix SG5 - Singapore,SG
133865,Equinix Singapore,SG,Equinix SG4 - Singapore,SG
133865,Equinix Singapore,SG,Equinix SG3 - Singapore,SG
133865,Equinix Singapore,SG,Equinix SG2 - Singapore,SG
133865,Equinix Singapore,SG,Equinix SG1 - Singapore,SG
133865,CNIX,CN,,
55990,"CNIX (Qianhai, Shenzhen)",CN,Shenzhen Baiwangxinyun Datacenter,CN
55990,"CNIX (Qianhai, Shenzhen)",CN,GDS Shenzhen San,CN
55990,SHIXP,CN,,
55990,CNIX,CN,,
55990,NNIX,CN,,
55990,CN-IX-SH,CN,,
208754,BGP.Exchange - Frankfurt,DE,,
208754,Ciallo～(∠·ω< )⌒★ IX - HK,HK,Equinix HK2 - Hong Kong,HK
208754,Ciallo～(∠·ω< )⌒★ IX - HK,HK,MEGA Gateway (iAdvantage Hong Kong),HK
208754,FogIXP,CH,firstcolo - FRA4,DE
208754,FogIXP,CH,Digital Realty Zurich ZUR1,CH
208754,FogIXP,CH,colozueri.ch Zurich,CH
208754,FogIXP,CH,Digital Realty Frankfurt FRA1-27,DE
208754,FogIXP,CH,NTT Frankfurt 1 Data Center (FRA1),DE
208754,FogIXP,CH,NIKHEF Amsterdam,NL
208754,FogIXP,CH,Digital Realty Amsterdam AMS17,NL
208754,FogIXP,CH,NTT Zurich 1 Data Center (ZRH1),CH
208754,FogIXP,CH,Cogent Amsterdam,NL
208754,BGP.Exchange - Los Angeles,US,,
208754,BGP.Exchange - London,GB,,
208754,LOCIX FRANKFURT,DE,NTT Frankfurt 1 Data Center (FRA1),DE
208754,LOCIX FRANKFURT,DE,Digital Realty Frankfurt FRA29-32,DE
208754,LOCIX FRANKFURT,DE,iNTERWERK Rechenzentrum,DE
208754,LOCIX FRANKFURT,DE,maincubes AMS01,NL
208754,LOCIX FRANKFURT,DE,Digital Realty Frankfurt FRA1-27,DE
208754,LOCIX FRANKFURT,DE,firstcolo - FRA4,DE
208754,LOCIX FRANKFURT,DE,WIIT Datacenter DUS5,DE
208754,LOCIX FRANKFURT,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
208754,LOCIX FRANKFURT,DE,Digital Realty Frankfurt FRA28,DE
208754,LOCIX FRANKFURT,DE,MK Netzdienste Datacenter,DE
208754,LOCIX FRANKFURT,DE,"WIIT Datacenter DUS1, DUS2, DUS3, DUS4, DUS6, DUS7",DE
208754,LOCIX FRANKFURT,DE,Iron Mountain Data Center - Amsterdam (AMS-1),NL
208754,LOCIX FRANKFURT,DE,firstcolo - FRA1,DE
209645,4b42 Internet Exchange Point,CH,greenDatacenter Lupfig,CH
213878,LOCIX DUSSELDORF,DE,WIIT Datacenter DUS5,DE
213878,LOCIX DUSSELDORF,DE,"WIIT Datacenter DUS1, DUS2, DUS3, DUS4, DUS6, DUS7",DE
153725,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
153725,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
153725,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
153725,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
153725,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
153725,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
153725,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
153725,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
153725,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
153725,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
153725,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
153725,DE-CIX Frankfurt,DE,maincubes FRA01,DE
153725,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
153725,DE-CIX Dusseldorf,DE,AtlasEdge DC Leverkusen LEV001,DE
153725,DE-CIX Dusseldorf,DE,WIIT Datacenter DUS5,DE
153725,DE-CIX Dusseldorf,DE,Equinix DU1 - Dusseldorf,DE
153725,DE-CIX Dusseldorf,DE,"WIIT Datacenter DUS1, DUS2, DUS3, DUS4, DUS6, DUS7",DE
153725,DE-CIX Dusseldorf,DE,Digital Realty Dusseldorf DUS1-3,DE
153725,DE-CIX Munich,DE,NTT Munich 2 Data Center (MUC2),DE
153725,DE-CIX Munich,DE,Equinix MU1/MU3 - Munich,DE
153725,DE-CIX Munich,DE,SpaceNet (LA),DE
153725,DE-CIX Munich,DE,EMC Home of Data MUC I/II - MuCon-X,DE
153725,DE-CIX Munich,DE,noris network datacenter.de MUC5,DE
153725,DE-CIX Munich,DE,STACKIT Ostermiething (DC10),AT
153725,DE-CIX Munich,DE,EdgeConneX Munich (EDCMUC01),DE
153725,DE-CIX Hamburg,DE,Nordwest-IX,DE
153725,DE-CIX Hamburg,DE,Portus/IPHH HH3 (Wendenstrasse 251),DE
153725,DE-CIX Hamburg,DE,n@work Hamburg Wendenstraße,DE
153725,DE-CIX Hamburg,DE,Equinix HH1 - Hamburg,DE
153725,DE-CIX Hamburg,DE,GlobalConnect Hamburg (HAM2),DE
153725,DE-CIX Hamburg,DE,Portus/IPHH HH2 (Wendenstrasse 408),DE
153725,DE-CIX Hamburg,DE,euNetworks Colocation Hamburg,DE
153725,DE-CIX Hamburg,DE,Artfiles w408,DE
153725,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
153725,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
153725,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
153725,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
153725,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
153725,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
153725,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
153725,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
153725,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
153725,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
153725,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
153725,DE-CIX Frankfurt,DE,maincubes FRA01,DE
153725,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
153725,DE-CIX Dusseldorf,DE,AtlasEdge DC Leverkusen LEV001,DE
153725,DE-CIX Dusseldorf,DE,WIIT Datacenter DUS5,DE
153725,DE-CIX Dusseldorf,DE,Equinix DU1 - Dusseldorf,DE
153725,DE-CIX Dusseldorf,DE,"WIIT Datacenter DUS1, DUS2, DUS3, DUS4, DUS6, DUS7",DE
153725,DE-CIX Dusseldorf,DE,Digital Realty Dusseldorf DUS1-3,DE
153725,DE-CIX Munich,DE,NTT Munich 2 Data Center (MUC2),DE
153725,DE-CIX Munich,DE,Equinix MU1/MU3 - Munich,DE
153725,DE-CIX Munich,DE,SpaceNet (LA),DE
153725,DE-CIX Munich,DE,EMC Home of Data MUC I/II - MuCon-X,DE
153725,DE-CIX Munich,DE,noris network datacenter.de MUC5,DE
153725,DE-CIX Munich,DE,STACKIT Ostermiething (DC10),AT
153725,DE-CIX Munich,DE,EdgeConneX Munich (EDCMUC01),DE
153725,DE-CIX Dusseldorf,DE,AtlasEdge DC Leverkusen LEV001,DE
153725,DE-CIX Dusseldorf,DE,WIIT Datacenter DUS5,DE
153725,DE-CIX Dusseldorf,DE,Equinix DU1 - Dusseldorf,DE
153725,DE-CIX Dusseldorf,DE,"WIIT Datacenter DUS1, DUS2, DUS3, DUS4, DUS6, DUS7",DE
153725,DE-CIX Dusseldorf,DE,Digital Realty Dusseldorf DUS1-3,DE
153725,DE-CIX Hamburg,DE,Nordwest-IX,DE
153725,DE-CIX Hamburg,DE,Portus/IPHH HH3 (Wendenstrasse 251),DE
153725,DE-CIX Hamburg,DE,n@work Hamburg Wendenstraße,DE
153725,DE-CIX Hamburg,DE,Equinix HH1 - Hamburg,DE
153725,DE-CIX Hamburg,DE,GlobalConnect Hamburg (HAM2),DE
153725,DE-CIX Hamburg,DE,Portus/IPHH HH2 (Wendenstrasse 408),DE
153725,DE-CIX Hamburg,DE,euNetworks Colocation Hamburg,DE
153725,DE-CIX Hamburg,DE,Artfiles w408,DE
153725,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
153725,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
153725,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
153725,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
153725,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
153725,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
153725,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
153725,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
153725,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
153725,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
153725,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
153725,DE-CIX Frankfurt,DE,maincubes FRA01,DE
153725,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
153725,DE-CIX Hamburg,DE,Nordwest-IX,DE
153725,DE-CIX Hamburg,DE,Portus/IPHH HH3 (Wendenstrasse 251),DE
153725,DE-CIX Hamburg,DE,n@work Hamburg Wendenstraße,DE
153725,DE-CIX Hamburg,DE,Equinix HH1 - Hamburg,DE
153725,DE-CIX Hamburg,DE,GlobalConnect Hamburg (HAM2),DE
153725,DE-CIX Hamburg,DE,Portus/IPHH HH2 (Wendenstrasse 408),DE
153725,DE-CIX Hamburg,DE,euNetworks Colocation Hamburg,DE
153725,DE-CIX Hamburg,DE,Artfiles w408,DE
153725,DE-CIX Munich,DE,NTT Munich 2 Data Center (MUC2),DE
153725,DE-CIX Munich,DE,Equinix MU1/MU3 - Munich,DE
153725,DE-CIX Munich,DE,SpaceNet (LA),DE
153725,DE-CIX Munich,DE,EMC Home of Data MUC I/II - MuCon-X,DE
153725,DE-CIX Munich,DE,noris network datacenter.de MUC5,DE
153725,DE-CIX Munich,DE,STACKIT Ostermiething (DC10),AT
153725,DE-CIX Munich,DE,EdgeConneX Munich (EDCMUC01),DE
153725,DE-CIX Hamburg,DE,Nordwest-IX,DE
153725,DE-CIX Hamburg,DE,Portus/IPHH HH3 (Wendenstrasse 251),DE
153725,DE-CIX Hamburg,DE,n@work Hamburg Wendenstraße,DE
153725,DE-CIX Hamburg,DE,Equinix HH1 - Hamburg,DE
153725,DE-CIX Hamburg,DE,GlobalConnect Hamburg (HAM2),DE
153725,DE-CIX Hamburg,DE,Portus/IPHH HH2 (Wendenstrasse 408),DE
153725,DE-CIX Hamburg,DE,euNetworks Colocation Hamburg,DE
153725,DE-CIX Hamburg,DE,Artfiles w408,DE
153725,DE-CIX Munich,DE,NTT Munich 2 Data Center (MUC2),DE
153725,DE-CIX Munich,DE,Equinix MU1/MU3 - Munich,DE
153725,DE-CIX Munich,DE,SpaceNet (LA),DE
153725,DE-CIX Munich,DE,EMC Home of Data MUC I/II - MuCon-X,DE
153725,DE-CIX Munich,DE,noris network datacenter.de MUC5,DE
153725,DE-CIX Munich,DE,STACKIT Ostermiething (DC10),AT
153725,DE-CIX Munich,DE,EdgeConneX Munich (EDCMUC01),DE
153725,DE-CIX Dusseldorf,DE,AtlasEdge DC Leverkusen LEV001,DE
153725,DE-CIX Dusseldorf,DE,WIIT Datacenter DUS5,DE
153725,DE-CIX Dusseldorf,DE,Equinix DU1 - Dusseldorf,DE
153725,DE-CIX Dusseldorf,DE,"WIIT Datacenter DUS1, DUS2, DUS3, DUS4, DUS6, DUS7",DE
153725,DE-CIX Dusseldorf,DE,Digital Realty Dusseldorf DUS1-3,DE
153725,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
153725,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
153725,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
153725,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
153725,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
153725,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
153725,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
153725,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
153725,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
153725,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
153725,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
153725,DE-CIX Frankfurt,DE,maincubes FRA01,DE
153725,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
153725,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
153725,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
153725,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
153725,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
153725,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
153725,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
153725,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
153725,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
153725,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
153725,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
153725,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
153725,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
153725,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
153725,DE-CIX Frankfurt,DE,maincubes FRA01,DE
153725,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
153725,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
153725,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
153725,FogIXP,CH,firstcolo - FRA4,DE
153725,FogIXP,CH,Digital Realty Zurich ZUR1,CH
153725,FogIXP,CH,colozueri.ch Zurich,CH
153725,FogIXP,CH,Digital Realty Frankfurt FRA1-27,DE
153725,FogIXP,CH,NTT Frankfurt 1 Data Center (FRA1),DE
153725,FogIXP,CH,NIKHEF Amsterdam,NL
153725,FogIXP,CH,Digital Realty Amsterdam AMS17,NL
153725,FogIXP,CH,NTT Zurich 1 Data Center (ZRH1),CH
153725,FogIXP,CH,Cogent Amsterdam,NL
153725,DE-CIX Munich,DE,NTT Munich 2 Data Center (MUC2),DE
153725,DE-CIX Munich,DE,Equinix MU1/MU3 - Munich,DE
153725,DE-CIX Munich,DE,SpaceNet (LA),DE
153725,DE-CIX Munich,DE,EMC Home of Data MUC I/II - MuCon-X,DE
153725,DE-CIX Munich,DE,noris network datacenter.de MUC5,DE
153725,DE-CIX Munich,DE,STACKIT Ostermiething (DC10),AT
153725,DE-CIX Munich,DE,EdgeConneX Munich (EDCMUC01),DE
153725,KleyReX,DE,ITENOS Frankfurt (FRA1),DE
153725,KleyReX,DE,aixit Frankfurt,DE
153725,KleyReX,DE,INTERNIC Frankfurt,DE
153725,KleyReX,DE,Telehouse - Frankfurt,DE
153725,KleyReX,DE,NewTelco Frankfurt,DE
153725,KleyReX,DE,MK Netzdienste Datacenter,DE
153725,KleyReX,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
153725,KleyReX,DE,Digital Realty Frankfurt FRA1-27,DE
153725,KleyReX,DE,firstcolo - FRA4,DE
153725,KleyReX,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
153725,KleyReX,DE,iNTERWERK Rechenzentrum,DE
153725,KleyReX,DE,NTT Frankfurt 1 Data Center (FRA1),DE
153725,DE-CIX Dusseldorf,DE,AtlasEdge DC Leverkusen LEV001,DE
153725,DE-CIX Dusseldorf,DE,WIIT Datacenter DUS5,DE
153725,DE-CIX Dusseldorf,DE,Equinix DU1 - Dusseldorf,DE
153725,DE-CIX Dusseldorf,DE,"WIIT Datacenter DUS1, DUS2, DUS3, DUS4, DUS6, DUS7",DE
153725,DE-CIX Dusseldorf,DE,Digital Realty Dusseldorf DUS1-3,DE
153725,DE-CIX Hamburg,DE,Nordwest-IX,DE
153725,DE-CIX Hamburg,DE,Portus/IPHH HH3 (Wendenstrasse 251),DE
153725,DE-CIX Hamburg,DE,n@work Hamburg Wendenstraße,DE
153725,DE-CIX Hamburg,DE,Equinix HH1 - Hamburg,DE
153725,DE-CIX Hamburg,DE,GlobalConnect Hamburg (HAM2),DE
153725,DE-CIX Hamburg,DE,Portus/IPHH HH2 (Wendenstrasse 408),DE
153725,DE-CIX Hamburg,DE,euNetworks Colocation Hamburg,DE
153725,DE-CIX Hamburg,DE,Artfiles w408,DE
205603,ENTERNET IX,JP,,
205603,JCIX,JP,AT TOKYO (CC1/CC2),JP
205603,JCIX,JP,Otemachi Place West Tower (BBTower Shin-Otemachi),JP
205603,JCIX,JP,NTT  DOCOMO BUSINESS OS2 - Osaka (Telepark Dojima Building 2),JP
205603,JCIX,JP,NTT DATA Otemachi Bldg,JP
205603,Poema IX,TW,,
205603,KleyReX,DE,ITENOS Frankfurt (FRA1),DE
205603,KleyReX,DE,aixit Frankfurt,DE
205603,KleyReX,DE,INTERNIC Frankfurt,DE
205603,KleyReX,DE,Telehouse - Frankfurt,DE
205603,KleyReX,DE,NewTelco Frankfurt,DE
205603,KleyReX,DE,MK Netzdienste Datacenter,DE
205603,KleyReX,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
205603,KleyReX,DE,Digital Realty Frankfurt FRA1-27,DE
205603,KleyReX,DE,firstcolo - FRA4,DE
205603,KleyReX,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
205603,KleyReX,DE,iNTERWERK Rechenzentrum,DE
205603,KleyReX,DE,NTT Frankfurt 1 Data Center (FRA1),DE
205603,Aperture-IX,HK,Equinix HK5 - Hong Kong,HK
209306,Poema IX,TW,,
209306,ZXIX Hong Kong,HK,,
209306,ZXIX Hangzhou,CN,,
209306,GeekIX Taoyuan (Jumbo),TW,,
